L,mean_m,T,interaction_type
10,0.011700000000000002,2.94949494949495,spin_glass
5,0.0516,2.98989898989899,spin_glass
7,0.0010204081632653062,2.98989898989899,spin_glass
10,0.0051,2.98989898989899,spin_glass
5,0.03640000000000001,3.0303030303030307,spin_glass
7,0.00683673469387755,3.0303030303030307,spin_glass
10,0.008100000000000001,3.0303030303030307,spin_glass
5,0.046799999999999994,3.070707070707071,spin_glass
7,0.01336734693877551,3.070707070707071,spin_glass
10,0.0072,3.070707070707071,spin_glass
5,0.0236,3.111111111111111,spin_glass
7,0.004387755102040816,3.111111111111111,spin_glass
10,0.0165,3.111111111111111,spin_glass
5,0.029399999999999996,3.151515151515152,spin_glass
7,0.004693877551020408,3.151515151515152,spin_glass
10,0.0077,3.151515151515152,spin_glass
5,0.034,3.191919191919192,spin_glass
7,0.006530612244897958,3.191919191919192,spin_glass
10,0.01435,3.191919191919192,spin_glass
5,0.033,3.2323232323232327,spin_glass
7,0.00704081632653061,3.2323232323232327,spin_glass
10,0.0045499999999999985,3.2323232323232327,spin_glass
5,0.027600000000000003,3.272727272727273,spin_glass
7,0.009897959183673468,3.272727272727273,spin_glass
10,0.006049999999999999,3.272727272727273,spin_glass
5,0.029000000000000005,3.3131313131313136,spin_glass
7,0.010714285714285716,3.3131313131313136,spin_glass
10,0.00975,3.3131313131313136,spin_glass
5,0.028200000000000003,3.353535353535354,spin_glass
7,0.0034693877551020408,3.353535353535354,spin_glass
10,0.00715,3.353535353535354,spin_glass
5,0.039,3.393939393939394,spin_glass
7,0.005714285714285714,3.393939393939394,spin_glass
10,0.0054,3.393939393939394,spin_glass
5,0.0398,3.4343434343434347,spin_glass
7,0.0034693877551020425,3.4343434343434347,spin_glass
10,0.0069,3.4343434343434347,spin_glass
5,0.031000000000000007,3.474747474747475,spin_glass
7,0.006530612244897958,3.474747474747475,spin_glass
10,0.003400000000000002,3.474747474747475,spin_glass
5,0.0368,3.5151515151515156,spin_glass
7,0.004591836734693878,3.5151515151515156,spin_glass
10,0.00995,3.5151515151515156,spin_glass
5,0.026600000000000002,3.555555555555556,spin_glass
7,0.00520408163265306,3.555555555555556,spin_glass
10,0.0035499999999999998,3.555555555555556,spin_glass
5,0.0372,3.5959595959595965,spin_glass
7,0.00826530612244898,3.5959595959595965,spin_glass
10,0.0031999999999999997,3.5959595959595965,spin_glass
5,0.0486,3.6363636363636367,spin_glass
7,0.00020408163265306172,3.6363636363636367,spin_glass
10,0.0026,3.6363636363636367,spin_glass
5,0.0342,3.676767676767677,spin_glass
7,0.0065306122448979586,3.676767676767677,spin_glass
10,0.007150000000000001,3.676767676767677,spin_glass
5,0.028600000000000004,3.7171717171717176,spin_glass
7,0.003061224489795919,3.7171717171717176,spin_glass
10,0.004549999999999999,3.7171717171717176,spin_glass
5,0.0268,3.757575757575758,spin_glass
7,0.00642857142857143,3.757575757575758,spin_glass
10,0.0029499999999999995,3.757575757575758,spin_glass
5,0.031,3.7979797979797985,spin_glass
7,0.012653061224489797,3.7979797979797985,spin_glass
10,0.006250000000000002,3.7979797979797985,spin_glass
5,0.0362,3.8383838383838387,spin_glass
7,0.0034693877551020403,3.8383838383838387,spin_glass
10,0.01565,3.8383838383838387,spin_glass
5,0.025000000000000005,3.878787878787879,spin_glass
7,0.010204081632653059,3.878787878787879,spin_glass
10,0.00495,3.878787878787879,spin_glass
5,0.0272,3.9191919191919196,spin_glass
7,0.0027551020408163253,3.9191919191919196,spin_glass
10,0.0029500000000000004,3.9191919191919196,spin_glass
5,0.038000000000000006,3.95959595959596,spin_glass
7,0.002346938775510203,3.95959595959596,spin_glass
10,0.0023500000000000005,3.95959595959596,spin_glass
5,0.0292,4.0,spin_glass
7,0.008061224489795918,4.0,spin_glass
10,0.0025499999999999993,4.0,spin_glass
